sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
192.168.2.100,192.168.2.200,3000,37588,6,40,3208,FSPA,2019/12/28T19:00:04.216,0.132,2019/12/28T19:00:04.348,local
192.168.2.200,192.168.2.100,37588,3000,6,40,6184,FSPA,2019/12/28T19:00:04.216,0.132,2019/12/28T19:00:04.348,local
192.168.2.200,192.168.2.100,37590,3000,6,40,3944,FSPA,2019/12/28T19:00:04.348,0.144,2019/12/28T19:00:04.492,local
192.168.2.100,192.168.2.200,3000,37590,6,40,3208,FSPA,2019/12/28T19:00:04.348,0.144,2019/12/28T19:00:04.492,local
192.168.2.200,192.168.2.100,37592,3000,6,40,3616,FSPA,2019/12/28T19:00:04.492,0.152,2019/12/28T19:00:04.644,local
192.168.2.100,192.168.2.200,3000,37592,6,40,3208,FSPA,2019/12/28T19:00:04.492,0.152,2019/12/28T19:00:04.644,local
192.168.2.200,192.168.2.100,37594,3000,6,40,3616,FSPA,2019/12/28T19:00:04.644,0.140,2019/12/28T19:00:04.784,local
192.168.2.100,192.168.2.200,3000,37594,6,40,3208,FSPA,2019/12/28T19:00:04.644,0.140,2019/12/28T19:00:04.784,local
192.168.2.200,192.168.2.100,37596,3000,6,40,3616,FSPA,2019/12/28T19:00:04.704,0.144,2019/12/28T19:00:04.848,local
192.168.2.100,192.168.2.200,3000,37596,6,40,3208,FSPA,2019/12/28T19:00:04.704,0.144,2019/12/28T19:00:04.848,local
192.168.2.200,192.168.2.100,37598,3000,6,40,3616,FSPA,2019/12/28T19:00:04.848,0.144,2019/12/28T19:00:04.992,local
192.168.2.100,192.168.2.200,3000,37598,6,40,3208,FSPA,2019/12/28T19:00:04.848,0.144,2019/12/28T19:00:04.992,local
192.168.2.200,192.168.2.100,37600,3000,6,40,6184,FSPA,2019/12/28T19:00:04.992,0.140,2019/12/28T19:00:05.132,local
192.168.2.100,192.168.2.200,3000,37600,6,40,3208,FSPA,2019/12/28T19:00:04.992,0.140,2019/12/28T19:00:05.132,local
192.168.2.100,192.168.2.200,3000,37602,6,40,3208,FSPA,2019/12/28T19:00:05.132,0.140,2019/12/28T19:00:05.272,local
192.168.2.200,192.168.2.100,37602,3000,6,40,3896,FSPA,2019/12/28T19:00:05.132,0.140,2019/12/28T19:00:05.272,local
192.168.2.200,192.168.2.100,37604,3000,6,40,3632,FSPA,2019/12/28T19:00:05.272,0.140,2019/12/28T19:00:05.412,local
192.168.2.100,192.168.2.200,3000,37604,6,40,3208,FSPA,2019/12/28T19:00:05.272,0.140,2019/12/28T19:00:05.412,local
192.168.2.100,192.168.2.200,3000,37606,6,40,3208,FSPA,2019/12/28T19:00:05.412,0.136,2019/12/28T19:00:05.548,local
192.168.2.200,192.168.2.100,37606,3000,6,40,6232,FSPA,2019/12/28T19:00:05.412,0.136,2019/12/28T19:00:05.548,local
192.168.2.200,192.168.2.100,37608,3000,6,40,3944,FSPA,2019/12/28T19:00:05.548,0.144,2019/12/28T19:00:05.692,local
192.168.2.100,192.168.2.200,3000,37608,6,40,3208,FSPA,2019/12/28T19:00:05.548,0.144,2019/12/28T19:00:05.692,local
192.168.2.100,192.168.2.200,3000,37610,6,40,3208,FSPA,2019/12/28T19:00:05.692,0.148,2019/12/28T19:00:05.840,local
192.168.2.200,192.168.2.100,37610,3000,6,40,3608,FSPA,2019/12/28T19:00:05.692,0.148,2019/12/28T19:00:05.840,local
192.168.2.200,192.168.2.100,37612,3000,6,40,6232,FSPA,2019/12/28T19:00:05.836,0.140,2019/12/28T19:00:05.976,local
192.168.2.100,192.168.2.200,3000,37612,6,40,3208,FSPA,2019/12/28T19:00:05.840,0.136,2019/12/28T19:00:05.976,local
192.168.2.100,192.168.2.200,3000,37614,6,40,3208,FSPA,2019/12/28T19:00:05.976,0.144,2019/12/28T19:00:06.120,local
192.168.2.200,192.168.2.100,37614,3000,6,40,3944,FSPA,2019/12/28T19:00:05.976,0.144,2019/12/28T19:00:06.120,local
192.168.2.100,192.168.2.200,3000,37616,6,40,3208,FSPA,2019/12/28T19:00:06.120,0.144,2019/12/28T19:00:06.264,local
192.168.2.200,192.168.2.100,37616,3000,6,40,3632,FSPA,2019/12/28T19:00:06.120,0.144,2019/12/28T19:00:06.264,local
192.168.2.100,192.168.2.200,3000,37618,6,40,3208,FSPA,2019/12/28T19:00:06.264,0.136,2019/12/28T19:00:06.400,local
192.168.2.200,192.168.2.100,37618,3000,6,40,6208,FSPA,2019/12/28T19:00:06.264,0.136,2019/12/28T19:00:06.400,local
192.168.2.200,192.168.2.100,37620,3000,6,40,3880,FSPA,2019/12/28T19:00:06.400,0.144,2019/12/28T19:00:06.544,local
192.168.2.100,192.168.2.200,3000,37620,6,40,3208,FSPA,2019/12/28T19:00:06.400,0.144,2019/12/28T19:00:06.544,local
192.168.2.200,192.168.2.100,37622,3000,6,40,3608,FSPA,2019/12/28T19:00:06.544,0.144,2019/12/28T19:00:06.688,local
192.168.2.100,192.168.2.200,3000,37622,6,40,3208,FSPA,2019/12/28T19:00:06.544,0.144,2019/12/28T19:00:06.688,local
192.168.2.200,192.168.2.100,37624,3000,6,40,6208,FSPA,2019/12/28T19:00:06.688,0.144,2019/12/28T19:00:06.832,local
192.168.2.100,192.168.2.200,3000,37624,6,40,3208,FSPA,2019/12/28T19:00:06.688,0.144,2019/12/28T19:00:06.832,local
192.168.2.200,192.168.2.100,37626,3000,6,40,3880,FSPA,2019/12/28T19:00:06.832,0.144,2019/12/28T19:00:06.976,local
192.168.2.100,192.168.2.200,3000,37626,6,40,3208,FSPA,2019/12/28T19:00:07.208,0.144,2019/12/28T19:00:07.352,local
192.168.2.200,192.168.2.100,37628,3000,6,40,3648,FSPA,2019/12/28T19:00:07.352,0.144,2019/12/28T19:00:07.496,local
192.168.2.100,192.168.2.200,3000,37628,6,40,3208,FSPA,2019/12/28T19:00:07.352,0.144,2019/12/28T19:00:07.496,local
192.168.2.200,192.168.2.100,37630,3000,6,40,6208,FSPA,2019/12/28T19:00:07.496,0.144,2019/12/28T19:00:07.640,local
192.168.2.100,192.168.2.200,3000,37630,6,40,3208,FSPA,2019/12/28T19:00:07.496,0.144,2019/12/28T19:00:07.640,local
192.168.2.100,192.168.2.200,3000,37632,6,40,3208,FSPA,2019/12/28T19:00:07.640,0.156,2019/12/28T19:00:07.796,local
192.168.2.200,192.168.2.100,37632,3000,6,40,3880,FSPA,2019/12/28T19:00:07.636,0.160,2019/12/28T19:00:07.796,local
192.168.2.100,192.168.2.200,3000,37634,6,40,3208,FSPA,2019/12/28T19:00:07.796,0.152,2019/12/28T19:00:07.948,local
192.168.2.200,192.168.2.100,37634,3000,6,40,3632,FSPA,2019/12/28T19:00:07.796,0.152,2019/12/28T19:00:07.948,local
192.168.2.200,192.168.2.100,37636,3000,6,40,6208,FSPA,2019/12/28T19:00:07.764,0.140,2019/12/28T19:00:07.904,local
192.168.2.100,192.168.2.200,3000,37636,6,40,3208,FSPA,2019/12/28T19:00:07.764,0.140,2019/12/28T19:00:07.904,local
192.168.2.200,192.168.2.100,37638,3000,6,40,3880,FSPA,2019/12/28T19:00:07.900,0.144,2019/12/28T19:00:08.044,local
192.168.2.100,192.168.2.200,3000,37638,6,40,3208,FSPA,2019/12/28T19:00:07.904,0.140,2019/12/28T19:00:08.044,local
192.168.2.200,192.168.2.100,37640,3000,6,40,3608,FSPA,2019/12/28T19:00:08.040,0.144,2019/12/28T19:00:08.184,local
192.168.2.100,192.168.2.200,3000,37640,6,40,3208,FSPA,2019/12/28T19:00:08.044,0.140,2019/12/28T19:00:08.184,local
192.168.2.100,192.168.2.200,3000,37642,6,40,3208,FSPA,2019/12/28T19:00:08.184,0.132,2019/12/28T19:00:08.316,local
192.168.2.200,192.168.2.100,37642,3000,6,40,6208,FSPA,2019/12/28T19:00:08.184,0.128,2019/12/28T19:00:08.312,local
192.168.2.200,192.168.2.100,37644,3000,6,40,3880,FSPA,2019/12/28T19:00:08.312,0.140,2019/12/28T19:00:08.452,local
192.168.2.100,192.168.2.200,3000,37644,6,40,3208,FSPA,2019/12/28T19:00:08.312,0.140,2019/12/28T19:00:08.452,local
192.168.2.100,192.168.2.200,3000,37646,6,32,2792,FSPA,2019/12/28T19:00:08.452,0.140,2019/12/28T19:00:08.592,local
192.168.2.200,192.168.2.100,37646,3000,6,48,4056,FSPA,2019/12/28T19:00:08.452,0.140,2019/12/28T19:00:08.592,local
192.168.2.200,192.168.2.100,37648,3000,6,40,6216,FSPA,2019/12/28T19:00:08.592,0.128,2019/12/28T19:00:08.720,local
192.168.2.100,192.168.2.200,3000,37648,6,40,3208,FSPA,2019/12/28T19:00:08.592,0.128,2019/12/28T19:00:08.720,local
192.168.2.200,192.168.2.100,37650,3000,6,40,3896,FSPA,2019/12/28T19:00:08.720,0.140,2019/12/28T19:00:08.860,local
192.168.2.100,192.168.2.200,3000,37650,6,40,3208,FSPA,2019/12/28T19:00:08.720,0.140,2019/12/28T19:00:08.860,local
192.168.2.100,192.168.2.200,3000,37652,6,40,3208,FSPA,2019/12/28T19:00:08.860,0.140,2019/12/28T19:00:09.000,local
192.168.2.200,192.168.2.100,37652,3000,6,40,3616,FSPA,2019/12/28T19:00:08.860,0.140,2019/12/28T19:00:09.000,local
192.168.2.100,192.168.2.200,3000,37654,6,40,3208,FSPA,2019/12/28T19:00:09.000,0.136,2019/12/28T19:00:09.136,local
192.168.2.200,192.168.2.100,37654,3000,6,40,6216,FSPA,2019/12/28T19:00:09.000,0.136,2019/12/28T19:00:09.136,local
192.168.2.100,192.168.2.200,3000,37656,6,40,3208,FSPA,2019/12/28T19:00:09.136,0.140,2019/12/28T19:00:09.276,local
192.168.2.200,192.168.2.100,37656,3000,6,40,3896,FSPA,2019/12/28T19:00:09.136,0.140,2019/12/28T19:00:09.276,local
192.168.2.200,192.168.2.100,37658,3000,6,40,3656,FSPA,2019/12/28T19:00:09.276,0.140,2019/12/28T19:00:09.416,local
192.168.2.100,192.168.2.200,3000,37658,6,40,3208,FSPA,2019/12/28T19:00:09.276,0.140,2019/12/28T19:00:09.416,local
192.168.2.100,192.168.2.200,3000,37660,6,40,3208,FSPA,2019/12/28T19:00:09.416,0.136,2019/12/28T19:00:09.552,local
192.168.2.200,192.168.2.100,37660,3000,6,48,6632,FSPA,2019/12/28T19:00:09.416,0.136,2019/12/28T19:00:09.552,local
192.168.2.200,192.168.2.100,37662,3000,6,40,3896,FSPA,2019/12/28T19:00:09.552,0.140,2019/12/28T19:00:09.692,local
192.168.2.100,192.168.2.200,3000,37662,6,40,3208,FSPA,2019/12/28T19:00:09.552,0.140,2019/12/28T19:00:09.692,local
192.168.2.100,192.168.2.200,3000,37664,6,40,3208,FSPA,2019/12/28T19:00:09.692,0.136,2019/12/28T19:00:09.828,local
192.168.2.200,192.168.2.100,37664,3000,6,40,3640,FSPA,2019/12/28T19:00:09.692,0.136,2019/12/28T19:00:09.828,local
192.168.2.200,192.168.2.100,37666,3000,6,40,6216,FSPA,2019/12/28T19:00:09.828,0.132,2019/12/28T19:00:09.960,local
192.168.2.100,192.168.2.200,3000,37666,6,40,3208,FSPA,2019/12/28T19:00:09.644,0.132,2019/12/28T19:00:09.776,local
192.168.2.100,192.168.2.200,3000,37668,6,40,3208,FSPA,2019/12/28T19:00:09.776,0.140,2019/12/28T19:00:09.916,local
192.168.2.200,192.168.2.100,37668,3000,6,40,3896,FSPA,2019/12/28T19:00:09.776,0.136,2019/12/28T19:00:09.912,local
192.168.2.200,192.168.2.100,37670,3000,6,40,3616,FSPA,2019/12/28T19:00:09.912,0.140,2019/12/28T19:00:10.052,local
192.168.2.100,192.168.2.200,3000,37670,6,40,3208,FSPA,2019/12/28T19:00:09.912,0.140,2019/12/28T19:00:10.052,local
192.168.2.100,192.168.2.200,3000,37672,6,40,3208,FSPA,2019/12/28T19:00:10.052,0.140,2019/12/28T19:00:10.192,local
192.168.2.200,192.168.2.100,37672,3000,6,40,6216,FSPA,2019/12/28T19:00:10.052,0.136,2019/12/28T19:00:10.188,local
192.168.2.100,192.168.2.200,3000,37674,6,40,3208,FSPA,2019/12/28T19:00:10.192,0.136,2019/12/28T19:00:10.328,local
192.168.2.200,192.168.2.100,37674,3000,6,40,3896,FSPA,2019/12/28T19:00:10.188,0.140,2019/12/28T19:00:10.328,local
192.168.2.100,192.168.2.200,3000,37676,6,40,3208,FSPA,2019/12/28T19:00:10.328,0.140,2019/12/28T19:00:10.468,local
192.168.2.200,192.168.2.100,37676,3000,6,40,3632,FSPA,2019/12/28T19:00:10.328,0.140,2019/12/28T19:00:10.468,local
192.168.2.200,192.168.2.100,37678,3000,6,40,6224,FSPA,2019/12/28T19:00:10.468,0.128,2019/12/28T19:00:10.596,local
192.168.2.100,192.168.2.200,3000,37678,6,40,3208,FSPA,2019/12/28T19:00:10.468,0.132,2019/12/28T19:00:10.600,local
192.168.2.200,192.168.2.100,37680,3000,6,40,3944,FSPA,2019/12/28T19:00:10.596,0.140,2019/12/28T19:00:10.736,local
192.168.2.100,192.168.2.200,3000,37680,6,40,3208,FSPA,2019/12/28T19:00:10.596,0.140,2019/12/28T19:00:10.736,local
192.168.2.100,192.168.2.200,3000,37682,6,40,3208,FSPA,2019/12/28T19:00:10.736,0.140,2019/12/28T19:00:10.876,local
192.168.2.200,192.168.2.100,37682,3000,6,40,3608,FSPA,2019/12/28T19:00:10.736,0.140,2019/12/28T19:00:10.876,local
192.168.2.100,192.168.2.200,3000,37684,6,40,3208,FSPA,2019/12/28T19:00:10.876,0.128,2019/12/28T19:00:11.004,local
192.168.2.200,192.168.2.100,37684,3000,6,40,6224,FSPA,2019/12/28T19:00:10.876,0.128,2019/12/28T19:00:11.004,local
192.168.2.200,192.168.2.100,37686,3000,6,40,3944,FSPA,2019/12/28T19:00:11.004,0.136,2019/12/28T19:00:11.140,local
192.168.2.100,192.168.2.200,3000,37686,6,40,3208,FSPA,2019/12/28T19:00:11.004,0.136,2019/12/28T19:00:11.140,local
192.168.2.200,192.168.2.100,37688,3000,6,40,3632,FSPA,2019/12/28T19:00:11.140,0.136,2019/12/28T19:00:11.276,local
192.168.2.100,192.168.2.200,3000,37688,6,40,3208,FSPA,2019/12/28T19:00:11.140,0.136,2019/12/28T19:00:11.276,local
192.168.2.100,192.168.2.200,3000,37690,6,40,3208,FSPA,2019/12/28T19:00:11.276,0.140,2019/12/28T19:00:11.416,local
192.168.2.200,192.168.2.100,37690,3000,6,40,6200,FSPA,2019/12/28T19:00:11.276,0.140,2019/12/28T19:00:11.416,local
192.168.2.100,192.168.2.200,3000,37692,6,40,3208,FSPA,2019/12/28T19:00:11.416,0.140,2019/12/28T19:00:11.556,local
192.168.2.200,192.168.2.100,37692,3000,6,40,3880,FSPA,2019/12/28T19:00:11.416,0.140,2019/12/28T19:00:11.556,local
192.168.2.100,192.168.2.200,3000,37694,6,40,3208,FSPA,2019/12/28T19:00:11.556,0.140,2019/12/28T19:00:11.696,local
192.168.2.200,192.168.2.100,37694,3000,6,40,3608,FSPA,2019/12/28T19:00:11.556,0.140,2019/12/28T19:00:11.696,local
192.168.2.100,192.168.2.200,3000,37696,6,40,3208,FSPA,2019/12/28T19:00:11.696,0.140,2019/12/28T19:00:11.836,local
192.168.2.200,192.168.2.100,37696,3000,6,40,6200,FSPA,2019/12/28T19:00:11.696,0.140,2019/12/28T19:00:11.836,local
192.168.2.200,192.168.2.100,37698,3000,6,40,3880,FSPA,2019/12/28T19:00:11.648,0.140,2019/12/28T19:00:11.788,local
192.168.2.100,192.168.2.200,3000,37698,6,40,3208,FSPA,2019/12/28T19:00:11.652,0.136,2019/12/28T19:00:11.788,local
192.168.2.200,192.168.2.100,37700,3000,6,40,3648,FSPA,2019/12/28T19:00:11.788,0.140,2019/12/28T19:00:11.928,local
192.168.2.100,192.168.2.200,3000,37700,6,40,3208,FSPA,2019/12/28T19:00:11.788,0.140,2019/12/28T19:00:11.928,local
192.168.2.200,192.168.2.100,37702,3000,6,40,6200,FSPA,2019/12/28T19:00:11.928,0.128,2019/12/28T19:00:12.056,local
192.168.2.100,192.168.2.200,3000,37702,6,40,3208,FSPA,2019/12/28T19:00:11.928,0.132,2019/12/28T19:00:12.060,local
192.168.2.100,192.168.2.200,3000,37704,6,40,3208,FSPA,2019/12/28T19:00:12.056,0.144,2019/12/28T19:00:12.200,local
192.168.2.200,192.168.2.100,37704,3000,6,40,3880,FSPA,2019/12/28T19:00:12.056,0.144,2019/12/28T19:00:12.200,local
192.168.2.100,192.168.2.200,3000,37706,6,40,3208,FSPA,2019/12/28T19:00:12.200,0.140,2019/12/28T19:00:12.340,local
192.168.2.200,192.168.2.100,37706,3000,6,40,3632,FSPA,2019/12/28T19:00:12.196,0.144,2019/12/28T19:00:12.340,local
192.168.2.100,192.168.2.200,3000,37708,6,40,3208,FSPA,2019/12/28T19:00:12.340,0.136,2019/12/28T19:00:12.476,local
192.168.2.200,192.168.2.100,37708,3000,6,40,6200,FSPA,2019/12/28T19:00:12.336,0.140,2019/12/28T19:00:12.476,local
192.168.2.100,192.168.2.200,3000,37710,6,40,3208,FSPA,2019/12/28T19:00:12.476,0.140,2019/12/28T19:00:12.616,local
192.168.2.200,192.168.2.100,37710,3000,6,40,3880,FSPA,2019/12/28T19:00:12.476,0.140,2019/12/28T19:00:12.616,local
192.168.2.100,192.168.2.200,3000,37712,6,40,3208,FSPA,2019/12/28T19:00:12.616,0.136,2019/12/28T19:00:12.752,local
192.168.2.200,192.168.2.100,37712,3000,6,40,3608,FSPA,2019/12/28T19:00:12.616,0.136,2019/12/28T19:00:12.752,local
192.168.2.200,192.168.2.100,37714,3000,6,40,6200,FSPA,2019/12/28T19:00:12.752,0.132,2019/12/28T19:00:12.884,local
192.168.2.100,192.168.2.200,3000,37714,6,40,3208,FSPA,2019/12/28T19:00:12.752,0.132,2019/12/28T19:00:12.884,local
192.168.2.200,192.168.2.100,37716,3000,6,40,3880,FSPA,2019/12/28T19:00:12.884,0.136,2019/12/28T19:00:13.020,local
192.168.2.100,192.168.2.200,3000,37716,6,40,3208,FSPA,2019/12/28T19:00:12.884,0.136,2019/12/28T19:00:13.020,local
192.168.2.100,192.168.2.200,3000,37718,6,40,3208,FSPA,2019/12/28T19:00:13.020,0.140,2019/12/28T19:00:13.160,local
192.168.2.200,192.168.2.100,37718,3000,6,40,3640,FSPA,2019/12/28T19:00:13.020,0.140,2019/12/28T19:00:13.160,local
192.168.2.100,192.168.2.200,3000,37720,6,40,3208,FSPA,2019/12/28T19:00:13.160,0.128,2019/12/28T19:00:13.288,local
192.168.2.200,192.168.2.100,37720,3000,6,40,6224,FSPA,2019/12/28T19:00:13.160,0.128,2019/12/28T19:00:13.288,local
192.168.2.100,192.168.2.200,3000,37722,6,40,3208,FSPA,2019/12/28T19:00:13.288,0.136,2019/12/28T19:00:13.424,local
192.168.2.200,192.168.2.100,37722,3000,6,40,3896,FSPA,2019/12/28T19:00:13.288,0.136,2019/12/28T19:00:13.424,local
192.168.2.100,192.168.2.200,3000,37724,6,40,3208,FSPA,2019/12/28T19:00:13.424,0.144,2019/12/28T19:00:13.568,local
192.168.2.200,192.168.2.100,37724,3000,6,40,3616,FSPA,2019/12/28T19:00:13.424,0.144,2019/12/28T19:00:13.568,local
192.168.2.100,192.168.2.200,3000,37726,6,40,3208,FSPA,2019/12/28T19:00:13.568,0.128,2019/12/28T19:00:13.696,local
192.168.2.200,192.168.2.100,37726,3000,6,40,6224,FSPA,2019/12/28T19:00:13.568,0.128,2019/12/28T19:00:13.696,local
192.168.2.200,192.168.2.100,37728,3000,6,40,3896,FSPA,2019/12/28T19:00:13.696,0.136,2019/12/28T19:00:13.832,local
192.168.2.100,192.168.2.200,3000,37728,6,40,3208,FSPA,2019/12/28T19:00:13.696,0.136,2019/12/28T19:00:13.832,local
192.168.2.100,192.168.2.200,3000,37730,6,40,3208,FSPA,2019/12/28T19:00:13.752,0.140,2019/12/28T19:00:13.892,local
192.168.2.200,192.168.2.100,37730,3000,6,40,3656,FSPA,2019/12/28T19:00:13.752,0.140,2019/12/28T19:00:13.892,local
192.168.2.100,192.168.2.200,3000,37732,6,40,3208,FSPA,2019/12/28T19:00:13.892,0.128,2019/12/28T19:00:14.020,local
192.168.2.200,192.168.2.100,37732,3000,6,40,6224,FSPA,2019/12/28T19:00:13.892,0.128,2019/12/28T19:00:14.020,local
192.168.2.200,192.168.2.100,37734,3000,6,40,3896,FSPA,2019/12/28T19:00:14.020,0.140,2019/12/28T19:00:14.160,local
192.168.2.100,192.168.2.200,3000,37734,6,40,3208,FSPA,2019/12/28T19:00:14.020,0.140,2019/12/28T19:00:14.160,local
192.168.2.100,192.168.2.200,3000,37736,6,40,3208,FSPA,2019/12/28T19:00:14.160,0.140,2019/12/28T19:00:14.300,local
192.168.2.200,192.168.2.100,37736,3000,6,40,3640,FSPA,2019/12/28T19:00:14.160,0.136,2019/12/28T19:00:14.296,local
192.168.2.200,192.168.2.100,37738,3000,6,40,6224,FSPA,2019/12/28T19:00:14.296,0.144,2019/12/28T19:00:14.440,local
192.168.2.100,192.168.2.200,3000,37738,6,40,3208,FSPA,2019/12/28T19:00:14.300,0.140,2019/12/28T19:00:14.440,local
192.168.2.200,192.168.2.100,37740,3000,6,40,3896,FSPA,2019/12/28T19:00:14.436,0.140,2019/12/28T19:00:14.576,local
192.168.2.100,192.168.2.200,3000,37740,6,40,3208,FSPA,2019/12/28T19:00:14.440,0.136,2019/12/28T19:00:14.576,local
192.168.2.100,192.168.2.200,3000,37742,6,40,3208,FSPA,2019/12/28T19:00:14.576,0.140,2019/12/28T19:00:14.716,local
192.168.2.200,192.168.2.100,37742,3000,6,40,3616,FSPA,2019/12/28T19:00:14.576,0.136,2019/12/28T19:00:14.712,local
192.168.2.200,192.168.2.100,37744,3000,6,40,6224,FSPA,2019/12/28T19:00:14.712,0.132,2019/12/28T19:00:14.844,local
192.168.2.100,192.168.2.200,3000,37744,6,40,3208,FSPA,2019/12/28T19:00:14.716,0.128,2019/12/28T19:00:14.844,local
192.168.2.200,192.168.2.100,37746,3000,6,40,3896,FSPA,2019/12/28T19:00:14.844,0.136,2019/12/28T19:00:14.980,local
192.168.2.100,192.168.2.200,3000,37746,6,40,3208,FSPA,2019/12/28T19:00:14.844,0.140,2019/12/28T19:00:14.984,local
192.168.2.200,192.168.2.100,37748,3000,6,40,3624,FSPA,2019/12/28T19:00:14.980,0.148,2019/12/28T19:00:15.128,local
192.168.2.100,192.168.2.200,3000,37748,6,40,3208,FSPA,2019/12/28T19:00:14.984,0.144,2019/12/28T19:00:15.128,local
192.168.2.100,192.168.2.200,3000,37750,6,40,3208,FSPA,2019/12/28T19:00:15.128,0.140,2019/12/28T19:00:15.268,local
192.168.2.200,192.168.2.100,37750,3000,6,40,6224,FSPA,2019/12/28T19:00:15.128,0.140,2019/12/28T19:00:15.268,local
192.168.2.100,192.168.2.200,3000,37752,6,40,3208,FSPA,2019/12/28T19:00:15.268,0.140,2019/12/28T19:00:15.408,local
192.168.2.200,192.168.2.100,37752,3000,6,40,3896,FSPA,2019/12/28T19:00:15.268,0.140,2019/12/28T19:00:15.408,local
192.168.2.200,192.168.2.100,37754,3000,6,40,3640,FSPA,2019/12/28T19:00:15.408,0.140,2019/12/28T19:00:15.548,local
192.168.2.100,192.168.2.200,3000,37754,6,40,3208,FSPA,2019/12/28T19:00:15.408,0.140,2019/12/28T19:00:15.548,local
192.168.2.100,192.168.2.200,3000,37756,6,40,3208,FSPA,2019/12/28T19:00:15.548,0.124,2019/12/28T19:00:15.672,local
192.168.2.200,192.168.2.100,37756,3000,6,40,6208,FSPA,2019/12/28T19:00:15.548,0.124,2019/12/28T19:00:15.672,local
192.168.2.100,192.168.2.200,3000,37758,6,40,3208,FSPA,2019/12/28T19:00:15.672,0.140,2019/12/28T19:00:15.812,local
192.168.2.200,192.168.2.100,37758,3000,6,40,3880,FSPA,2019/12/28T19:00:15.672,0.140,2019/12/28T19:00:15.812,local
192.168.2.200,192.168.2.100,37760,3000,6,40,3648,FSPA,2019/12/28T19:00:15.812,0.140,2019/12/28T19:00:15.952,local
192.168.2.100,192.168.2.200,3000,37760,6,40,3208,FSPA,2019/12/28T19:00:16.628,0.140,2019/12/28T19:00:16.768,local
192.168.2.100,192.168.2.200,3000,37762,6,40,3208,FSPA,2019/12/28T19:00:16.768,0.132,2019/12/28T19:00:16.900,local
192.168.2.200,192.168.2.100,37762,3000,6,40,6224,FSPA,2019/12/28T19:00:16.768,0.132,2019/12/28T19:00:16.900,local
192.168.2.200,192.168.2.100,37764,3000,6,40,3896,FSPA,2019/12/28T19:00:16.900,0.136,2019/12/28T19:00:17.036,local
192.168.2.100,192.168.2.200,3000,37764,6,40,3208,FSPA,2019/12/28T19:00:16.900,0.136,2019/12/28T19:00:17.036,local
192.168.2.200,192.168.2.100,37766,3000,6,40,3640,FSPA,2019/12/28T19:00:17.036,0.136,2019/12/28T19:00:17.172,local
192.168.2.100,192.168.2.200,3000,37766,6,40,3208,FSPA,2019/12/28T19:00:17.036,0.136,2019/12/28T19:00:17.172,local
192.168.2.100,192.168.2.200,3000,37768,6,40,3208,FSPA,2019/12/28T19:00:17.172,0.128,2019/12/28T19:00:17.300,local
192.168.2.200,192.168.2.100,37768,3000,6,40,6216,FSPA,2019/12/28T19:00:17.172,0.128,2019/12/28T19:00:17.300,local
192.168.2.100,192.168.2.200,3000,37770,6,40,3208,FSPA,2019/12/28T19:00:17.300,0.136,2019/12/28T19:00:17.436,local
192.168.2.200,192.168.2.100,37770,3000,6,40,3880,FSPA,2019/12/28T19:00:17.300,0.136,2019/12/28T19:00:17.436,local
192.168.2.200,192.168.2.100,37772,3000,6,40,3616,FSPA,2019/12/28T19:00:17.436,0.140,2019/12/28T19:00:17.576,local
192.168.2.100,192.168.2.200,3000,37772,6,40,3208,FSPA,2019/12/28T19:00:17.436,0.140,2019/12/28T19:00:17.576,local
192.168.2.200,192.168.2.100,37774,3000,6,40,6216,FSPA,2019/12/28T19:00:17.576,0.136,2019/12/28T19:00:17.712,local
192.168.2.100,192.168.2.200,3000,37774,6,40,3208,FSPA,2019/12/28T19:00:17.576,0.140,2019/12/28T19:00:17.716,local
192.168.2.200,192.168.2.100,37776,3000,6,40,3880,FSPA,2019/12/28T19:00:17.712,0.140,2019/12/28T19:00:17.852,local
192.168.2.100,192.168.2.200,3000,37776,6,40,3208,FSPA,2019/12/28T19:00:17.716,0.136,2019/12/28T19:00:17.852,local
192.168.2.100,192.168.2.200,3000,37778,6,40,3208,FSPA,2019/12/28T19:00:17.852,0.132,2019/12/28T19:00:17.984,local
192.168.2.200,192.168.2.100,37778,3000,6,40,3640,FSPA,2019/12/28T19:00:17.852,0.132,2019/12/28T19:00:17.984,local
192.168.2.100,192.168.2.200,3000,37780,6,40,3208,FSPA,2019/12/28T19:00:17.984,0.128,2019/12/28T19:00:18.112,local
192.168.2.200,192.168.2.100,37780,3000,6,40,6216,FSPA,2019/12/28T19:00:17.984,0.128,2019/12/28T19:00:18.112,local
192.168.2.200,192.168.2.100,37782,3000,6,40,3880,FSPA,2019/12/28T19:00:18.112,0.136,2019/12/28T19:00:18.248,local
192.168.2.100,192.168.2.200,3000,37782,6,40,3208,FSPA,2019/12/28T19:00:18.112,0.136,2019/12/28T19:00:18.248,local
192.168.2.200,192.168.2.100,37784,3000,6,40,3616,FSPA,2019/12/28T19:00:18.248,0.140,2019/12/28T19:00:18.388,local
192.168.2.100,192.168.2.200,3000,37784,6,40,3208,FSPA,2019/12/28T19:00:18.248,0.140,2019/12/28T19:00:18.388,local
192.168.2.200,192.168.2.100,37786,3000,6,40,6216,FSPA,2019/12/28T19:00:18.384,0.156,2019/12/28T19:00:18.540,local
